Name,Address,Bing Maps URL,Latitude,Longitude,Phone
Saifee Healthcare,"Shop No - D/5, Nurejmal Building, Siddhivinayak Marg, Bhayander (W), Maharashtra 401101",https://www.bing.com/maps?cp=19.29975128173828%7E72.84686279296875&lvl=17.0&q=Saifee%20Healthcare%20%2C%20Shop%20No%20-%20D%2F5%2C%20Nurejmal%20Building%2C%20Siddhivinayak%20Marg%2C%20Bhayander%20(W)%2C%20Maharashtra%20401101,19.29975128,72.84686279,079000 97290
Nagneshi Medical,"Bhayandar East, Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.295608520507812%7E72.85773468017578&lvl=17.0&q=Nagneshi%20Medical%20%2C%20Bhayandar%20East%2C%20Thane%2C%20Maharashtra%20401105,19.29560852,72.85773468,098679 59882
Dr Sangita Kandoi,"Ashish Chs, Ganesh, East, Ambamath, Thane, Maharashtra 421501",https://www.bing.com/maps?cp=19.294424057006836%7E72.85319519042969&lvl=17.0&q=Dr%20Sangita%20Kandoi%20%2C%20Ashish%20Chs%2C%20Ganesh%2C%20East%2C%20Ambamath%2C%20Thane%2C%20Maharashtra%20421501,19.29442406,72.85319519,098225 33783
Ram Medical,"Meera Road, Mumbai, Mumbai 401107",https://www.bing.com/maps?cp=19.28504180908203%7E72.86750793457031&lvl=17.0&q=Ram%20Medical%20%2C%20Meera%20Road%2C%20Mumbai%2C%20Mumbai%20401107,19.28504181,72.86750793,022 2811 9065
Bilkis Clinic,"8, Mira Road East, Mumbai, Maharashtra 401107",https://www.bing.com/maps?cp=19.284290313720703%7E72.85924530029297&lvl=17.0&q=Bilkis%20Clinic%20%2C%208%2C%20Mira%20Road%20East%2C%20Mumbai%2C%20Maharashtra%20401107,19.28429031,72.8592453,090224 37654
Kamla Clinic,"Uttan Road, Mumbai, Maharashtra 401101",https://www.bing.com/maps?cp=19.307125091552734%7E72.84768676757812&lvl=17.0&q=Kamla%20Clinic%20%2C%20Uttan%20Road%2C%20Mumbai%2C%20Maharashtra%20401101,19.30712509,72.84768677,
Suresh Medical,"1, New Milan Apartment, Shetha Shree Devchand Jethalal Sanghavi Road, Mumbai, Maharashtra 401101",https://www.bing.com/maps?cp=19.304405212402344%7E72.85175323486328&lvl=17.0&q=Suresh%20Medical%20%2C%201%2C%20New%20Milan%20Apartment%2C%20Shetha%20Shree%20Devchand%20Jethalal%20Sanghavi%20Road%2C%20Mumbai%2C%20Maharashtra%20401101,19.30440521,72.85175323,
Shree Medical Store,"Sector 10, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.27635383605957%7E72.86040496826172&lvl=17.0&q=Shree%20Medical%20Store%20%2C%20Sector%2010%2C%20Thane%2C%20Maharashtra%20401107,19.27635384,72.86040497,090228 50072
Panchmukhi Medical and General Stores,"Shop NO.4 A -Wing, Golden CITY Complex Haria Park Road, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.294620513916016%7E72.861572265625&lvl=17.0&q=Panchmukhi%20Medical%20and%20General%20Stores%20%2C%20Shop%20NO.4%20A%20-Wing%2C%20Golden%20CITY%20Complex%20Haria%20Park%20Road%2C%20Thane%2C%20Maharashtra%20401107,19.29462051,72.86157227,099309 41984
Ambaji Medical&General Store,"Shop No-07, Poonam Sagar Complex, Builing No L2-45/46, Opp Shanti Nagar, Sec-9, Meera Road East, Thane, Maharashtra 401101",https://www.bing.com/maps?cp=19.277206420898438%7E72.86223602294922&lvl=17.0&q=Ambaji%20Medical%26General%20Store%20%2C%20Shop%20No-07%2C%20Poonam%20Sagar%20Complex%2C%20Builing%20No%20L2-45%2F46%2C%20Opp%20Shanti%20Nagar%2C%20Sec-9%2C%20Meera%20Road%20East%2C%20Thane%2C%20Maharashtra%20401101,19.27720642,72.86223602,098672 15864
Medicare Medical,"1ST Floor Lodha Shopping Centre AAI Gaondevi Chowk Lodha Heaven, Nilje Dombivali, Thane, Maharashtra 421204",https://www.bing.com/maps?cp=19.31511116027832%7E72.8582763671875&lvl=17.0&q=Medicare%20Medical%20%2C%201ST%20Floor%20Lodha%20Shopping%20Centre%20AAI%20Gaondevi%20Chowk%20Lodha%20Heaven%2C%20Nilje%20Dombivali%2C%20Thane%2C%20Maharashtra%20421204,19.31511116,72.85827637,090291 22970
National Medical Stores,"NEW Abhay APT CHS LTD, B-1, Narayan Nagar, Bhayandar West, Thane, Maharashtra 401101",https://www.bing.com/maps?cp=19.304855346679688%7E72.84815216064453&lvl=17.0&q=National%20Medical%20Stores%20%2C%20NEW%20Abhay%20APT%20CHS%20LTD%2C%20B-1%2C%20Narayan%20Nagar%2C%20Bhayandar%20West%2C%20Thane%2C%20Maharashtra%20401101,19.30485535,72.84815216,
Vinayak Medical Store,"Bldg NO 94-95, Shop NO 06, Poonam Complex CHS, Shanti Park, Mira Road East, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.27779197692871%7E72.86912536621094&lvl=17.0&q=Vinayak%20Medical%20Store%20%2C%20Bldg%20NO%2094-95%2C%20Shop%20NO%2006%2C%20Poonam%20Complex%20CHS%2C%20Shanti%20Park%2C%20Mira%20Road%20East%2C%20Thane%2C%20Maharashtra%20401107,19.27779198,72.86912537,080801 07398
Maruti Medical Store,"Shanti Jyoti, Station Road, Bhayandar, Mumbai, Maharashtra 401101",https://www.bing.com/maps?cp=19.309894561767578%7E72.85102844238281&lvl=17.0&q=Maruti%20Medical%20Store%20%2C%20Shanti%20Jyoti%2C%20Station%20Road%2C%20Bhayandar%2C%20Mumbai%2C%20Maharashtra%20401101,19.30989456,72.85102844,099873 86680
Raj Chemist Medical & General Stores,"Sana APT, SH 4 Wing B, Ground Floor, OPP TO Kurnal Shopping, Centre, Naya Nagar, Mira Road, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.28508949279785%7E72.85676574707031&lvl=17.0&q=Raj%20Chemist%20Medical%20%26%20General%20Stores%20%2C%20Sana%20APT%2C%20SH%204%20Wing%20B%2C%20Ground%20Floor%2C%20OPP%20TO%20Kurnal%20Shopping%2C%20Centre%2C%20Naya%20Nagar%2C%20Mira%20Road%2C%20Thane%2C%20Maharashtra%20401107,19.28508949,72.85676575,
Vishwakarma Orthopaedic Hospital,"2nd Floor, Samved Complex, Opp. Jail, Bhavnagar, Gujarat 364001",https://www.bing.com/maps?cp=19.306537628173828%7E72.85245513916016&lvl=17.0&q=Vishwakarma%20Orthopaedic%20Hospital%20%2C%202nd%20Floor%2C%20Samved%20Complex%2C%20Opp.%20Jail%2C%20Bhavnagar%2C%20Gujarat%20364001,19.30653763,72.85245514,094284 01997
Deepak Medical General Store,"Balaji Nagar, Bhiwandi, Mumbai, Maharashtra 401105",https://www.bing.com/maps?cp=19.30948829650879%7E72.85132598876953&lvl=17.0&q=Deepak%20Medical%20General%20Store%20%2C%20Balaji%20Nagar%2C%20Bhiwandi%2C%20Mumbai%2C%20Maharashtra%20401105,19.3094883,72.85132599,093245 12657
Dhanvanti Clinic,"Bhayandar Shopping Centre, Sh42, Bhayander West, Mumbai, Maharashtra 401101",https://www.bing.com/maps?cp=19.30057144165039%7E72.8469467163086&lvl=17.0&q=Dhanvanti%20Clinic%20%2C%20Bhayandar%20Shopping%20Centre%2C%20Sh42%2C%20Bhayander%20West%2C%20Mumbai%2C%20Maharashtra%20401101,19.30057144,72.84694672,
A To Z Medical,"Lodha Road, Mira Road East, Mumbai, Maharashtra 401107",https://www.bing.com/maps?cp=19.288148880004883%7E72.85775756835938&lvl=17.0&q=A%20To%20Z%20Medical%20%2C%20Lodha%20Road%2C%20Mira%20Road%20East%2C%20Mumbai%2C%20Maharashtra%20401107,19.28814888,72.85775757,
Supreme Medical and General Store,"Vidhata CHS LTD, Shop NO 7, Golden Nest Phase 3, Mira Bhayandee, RD, Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.294099807739258%7E72.86087036132812&lvl=17.0&q=Supreme%20Medical%20and%20General%20Store%20%2C%20Vidhata%20CHS%20LTD%2C%20Shop%20NO%207%2C%20Golden%20Nest%20Phase%203%2C%20Mira%20Bhayandee%2C%20RD%2C%20Thane%2C%20Maharashtra%20401105,19.29409981,72.86087036,022 2811 8457
Gurukripa Medical,"Sukh Sagar APT, Shop NO 2-A Wing, Goddeo Naka, Phatak RD, Bhayandar East, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.303436279296875%7E72.85816955566406&lvl=17.0&q=Gurukripa%20Medical%20%2C%20Sukh%20Sagar%20APT%2C%20Shop%20NO%202-A%20Wing%2C%20Goddeo%20Naka%2C%20Phatak%20RD%2C%20Bhayandar%20East%2C%20Thane%2C%20Maharashtra%20401107,19.30343628,72.85816956,077384 79611
DNA Labs India,"Monica apt, 202 A, Bakol St, Bhayandar, Bhayandar West, Mumbai, Mira Bhayandar, Maharashtra",https://www.bing.com/maps?cp=19.29501724243164%7E72.85041046142578&lvl=17.0&q=DNA%20Labs%20India%20%2C%20Monica%20apt%2C%20202%20A%2C%20Bakol%20St%2C%20Bhayandar%2C%20Bhayandar%20West%2C%20Mumbai%2C%20Mira%20Bhayandar%2C%20Maharashtra,19.29501724,72.85041046,
Kasturi Group of Hospital,"Kamla Park, Fatak Road, Thane, Maharashtra 401101",https://www.bing.com/maps?cp=19.299705505371094%7E72.85182189941406&lvl=17.0&q=Kasturi%20Group%20of%20Hospital%20%2C%20Kamla%20Park%2C%20Fatak%20Road%2C%20Thane%2C%20Maharashtra%20401101,19.29970551,72.8518219,087679 97676
Gurudev Medical,"Shiv Ashirwad CHS LTD, a-02, Shiv Shrushti Complex RNP Park, Bhayander East, Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.309114456176758%7E72.86003875732422&lvl=17.0&q=Gurudev%20Medical%20%2C%20Shiv%20Ashirwad%20CHS%20LTD%2C%20a-02%2C%20Shiv%20Shrushti%20Complex%20RNP%20Park%2C%20Bhayander%20East%2C%20Thane%2C%20Maharashtra%20401105,19.30911446,72.86003876,
Sagar Medical & General Stores,"SAI Jyot, Shop NO 5, Cabin Road, Bhayander East, Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.308460235595703%7E72.8532485961914&lvl=17.0&q=Sagar%20Medical%20%26%20General%20Stores%20%2C%20SAI%20Jyot%2C%20Shop%20NO%205%2C%20Cabin%20Road%2C%20Bhayander%20East%2C%20Thane%2C%20Maharashtra%20401105,19.30846024,72.8532486,022 2814 6805
Pooja Medical and General Store,"Shop NO.09, Shiv Complex, Narmada Nagar, Bhayandar, Cabin Cross Road, Bhayandar East, Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.30361557006836%7E72.85507202148438&lvl=17.0&q=Pooja%20Medical%20and%20General%20Store%20%2C%20Shop%20NO.09%2C%20Shiv%20Complex%2C%20Narmada%20Nagar%2C%20Bhayandar%2C%20Cabin%20Cross%20Road%2C%20Bhayandar%20East%2C%20Thane%2C%20Maharashtra%20401105,19.30361557,72.85507202,081089 72712
Dr Narendra Hospital,"Kashmira Road, Bhayandar West, Mumbai, Maharashtra 401101",https://www.bing.com/maps?cp=19.29949378967285%7E72.84874725341797&lvl=17.0&q=Dr%20Narendra%20Hospital%20%2C%20Kashmira%20Road%2C%20Bhayandar%20West%2C%20Mumbai%2C%20Maharashtra%20401101,19.29949379,72.84874725,
Mehta Medical & General Store,"Bhayandar West, Thane, Maharashtra 401101",https://www.bing.com/maps?cp=19.30735206604004%7E72.84813690185547&lvl=17.0&q=Mehta%20Medical%20%26%20General%20Store%20%2C%20Bhayandar%20West%2C%20Thane%2C%20Maharashtra%20401101,19.30735207,72.8481369,
Sriyash Clinic,"Mittal Court, Hari Harayan Asawa Marg, Bhayander West, Mumbai, Maharashtra 401101",https://www.bing.com/maps?cp=19.298444747924805%7E72.85111999511719&lvl=17.0&q=Sriyash%20Clinic%20%2C%20Mittal%20Court%2C%20Hari%20Harayan%20Asawa%20Marg%2C%20Bhayander%20West%2C%20Mumbai%2C%20Maharashtra%20401101,19.29844475,72.85112,
Omsai Health Care,"SAI Prathmesh Buildi Dwarkamai Nagar, Shirdi 1 Biroba Road, Ahmednagar, Maharashtra 423109",https://www.bing.com/maps?cp=19.305896759033203%7E72.8545913696289&lvl=17.0&q=Omsai%20Health%20Care%20%2C%20SAI%20Prathmesh%20Buildi%20Dwarkamai%20Nagar%2C%20Shirdi%201%20Biroba%20Road%2C%20Ahmednagar%2C%20Maharashtra%20423109,19.30589676,72.85459137,078238 83811
Bhawani Medical and General Stores,"D/115 Shreedham Apartmen, Bhyander East 32, Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.30548667907715%7E72.86194610595703&lvl=17.0&q=Bhawani%20Medical%20and%20General%20Stores%20%2C%20D%2F115%20Shreedham%20Apartmen%2C%20Bhyander%20East%2032%2C%20Thane%2C%20Maharashtra%20401105,19.30548668,72.86194611,098924 54036
Shree Durga Medical and General Stores,"NEW Anant CHS LTD, 03, Ground Floor, PT Deendayal Road, Dombivli West, Thane, Maharashtra 421202",https://www.bing.com/maps?cp=19.311023712158203%7E72.86187744140625&lvl=17.0&q=Shree%20Durga%20Medical%20and%20General%20Stores%20%2C%20NEW%20Anant%20CHS%20LTD%2C%2003%2C%20Ground%20Floor%2C%20PT%20Deendayal%20Road%2C%20Dombivli%20West%2C%20Thane%2C%20Maharashtra%20421202,19.31102371,72.86187744,
SUBURBAN DIAGNOSTICS,"7208820827, Jain Mandir Rd, Devchand Nagar, Sripal Nagar, Bhayandar West, Mira Bhayandar, Maharashtra",https://www.bing.com/maps?cp=19.3045654296875%7E72.85165405273438&lvl=17.0&q=SUBURBAN%20DIAGNOSTICS%20%2C%207208820827%2C%20Jain%20Mandir%20Rd%2C%20Devchand%20Nagar%2C%20Sripal%20Nagar%2C%20Bhayandar%20West%2C%20Mira%20Bhayandar%2C%20Maharashtra,19.30456543,72.85165405,
Shree Sanjivani Medical,"Jesal Park Road, Bank Of Baroda, Bhayandar East, Mumbai, Maharashtra 401105",https://www.bing.com/maps?cp=19.31403160095215%7E72.85555267333984&lvl=17.0&q=Shree%20Sanjivani%20Medical%20%2C%20Jesal%20Park%20Road%2C%20Bank%20Of%20Baroda%2C%20Bhayandar%20East%2C%20Mumbai%2C%20Maharashtra%20401105,19.3140316,72.85555267,099670 59759
Nakoda Hospital,"E Wing Dev Chs, 14 Nageshwar Nagar Road, Thane, Maharashtra 401101",https://www.bing.com/maps?cp=19.307064056396484%7E72.84746551513672&lvl=17.0&q=Nakoda%20Hospital%20%2C%20E%20Wing%20Dev%20Chs%2C%2014%20Nageshwar%20Nagar%20Road%2C%20Thane%2C%20Maharashtra%20401101,19.30706406,72.84746552,022 2819 2046
Priya Clinic,"Sv Road, Holy Cross High School, Bhayandar East, Mumbai, Maharashtra 401105",https://www.bing.com/maps?cp=19.314252853393555%7E72.85887145996094&lvl=17.0&q=Priya%20Clinic%20%2C%20Sv%20Road%2C%20Holy%20Cross%20High%20School%2C%20Bhayandar%20East%2C%20Mumbai%2C%20Maharashtra%20401105,19.31425285,72.85887146,095953 56385
Balaji Clinic,"Nav Ghar Road, Mumbai, Maharashtra 401105",https://www.bing.com/maps?cp=19.305082321166992%7E72.86111450195312&lvl=17.0&q=Balaji%20Clinic%20%2C%20Nav%20Ghar%20Road%2C%20Mumbai%2C%20Maharashtra%20401105,19.30508232,72.8611145,092203 43905
Krishna Medical,"Sanjay Mishra Chwal, 01, Malji Patil Mahanagar, Gokhiware, Vasai, Road, Thane, Maharashtra 401202",https://www.bing.com/maps?cp=19.31137466430664%7E72.8602066040039&lvl=17.0&q=Krishna%20Medical%20%2C%20Sanjay%20Mishra%20Chwal%2C%2001%2C%20Malji%20Patil%20Mahanagar%2C%20Gokhiware%2C%20Vasai%2C%20Road%2C%20Thane%2C%20Maharashtra%20401202,19.31137466,72.8602066,086920 48327
Dr.Smita Joshi Clinic,"Excellency Chs Wing-A/b, Pk Road, Mira Bhayandar, Mumbai, Maharashtra 401105",https://www.bing.com/maps?cp=19.315654754638672%7E72.85548400878906&lvl=17.0&q=Dr.Smita%20Joshi%20Clinic%20%2C%20Excellency%20Chs%20Wing-A%2Fb%2C%20Pk%20Road%2C%20Mira%20Bhayandar%2C%20Mumbai%2C%20Maharashtra%20401105,19.31565475,72.85548401,
Mathadi Hospital Trust,"Navghar Road, Mira Bhayandar 401105",https://www.bing.com/maps?cp=19.31231117248535%7E72.85346221923828&lvl=17.0&q=Mathadi%20Hospital%20Trust%20%2C%20Navghar%20Road%2C%20Mira%20Bhayandar%20401105,19.31231117,72.85346222,022 2754 1266
Sai Krupa Stores,"Shop No.10, Garden View Building, Narayan Nagar, Bhayandar, Thane, Maharashtra 401101",https://www.bing.com/maps?cp=19.30742645263672%7E72.85250854492188&lvl=17.0&q=Sai%20Krupa%20Stores%20%2C%20Shop%20No.10%2C%20Garden%20View%20Building%2C%20Narayan%20Nagar%2C%20Bhayandar%2C%20Thane%2C%20Maharashtra%20401101,19.30742645,72.85250854,097024 49814
Vision Biomedicals,"Shop No. 10, Shraddha CHS, Swagatam Complex, Jesal Park, Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.3171329498291%7E72.85442352294922&lvl=17.0&q=Vision%20Biomedicals%20%2C%20Shop%20No.%2010%2C%20Shraddha%20CHS%2C%20Swagatam%20Complex%2C%20Jesal%20Park%2C%20Thane%2C%20Maharashtra%20401105,19.31713295,72.85442352,098204 65276
Ramkrishna Medical & General Stores,"Sai Aashirwad Bldg, Shop NO 3, Ground Floor, B P Road, Bhyander, Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.311939239501953%7E72.85704040527344&lvl=17.0&q=Ramkrishna%20Medical%20%26%20General%20Stores%20%2C%20Sai%20Aashirwad%20Bldg%2C%20Shop%20NO%203%2C%20Ground%20Floor%2C%20B%20P%20Road%2C%20Bhyander%2C%20Thane%2C%20Maharashtra%20401105,19.31193924,72.85704041,022 2804 3536
Chintamani Clinic,"Father Joseps English Medium School, Bhayandar East, Mumbai, Maharashtra 401105",https://www.bing.com/maps?cp=19.311609268188477%7E72.85750579833984&lvl=17.0&q=Chintamani%20Clinic%20%2C%20Father%20Joseps%20English%20Medium%20School%2C%20Bhayandar%20East%2C%20Mumbai%2C%20Maharashtra%20401105,19.31160927,72.8575058,
Jay Clinic,"Jesal Park Road, Mother Marys English High School, Bhayandar East, Mumbai, Maharashtra 401105",https://www.bing.com/maps?cp=19.314586639404297%7E72.85784912109375&lvl=17.0&q=Jay%20Clinic%20%2C%20Jesal%20Park%20Road%2C%20Mother%20Marys%20English%20High%20School%2C%20Bhayandar%20East%2C%20Mumbai%2C%20Maharashtra%20401105,19.31458664,72.85784912,
Navdurga Medical & General Store,"New Manish Co-Operative Housing Society, Navghar Road, Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.3068790435791%7E72.8626937866211&lvl=17.0&q=Navdurga%20Medical%20%26%20General%20Store%20%2C%20New%20Manish%20Co-Operative%20Housing%20Society%2C%20Navghar%20Road%2C%20Thane%2C%20Maharashtra%20401105,19.30687904,72.86269379,022 6953 4200
Lodha Multispecialty Homoeopathic Clinic,"Lodha Multispeciality Homoeopathic Clinic, Pimpalwadi Rd, Shirdi, Maharashtra",https://www.bing.com/maps?cp=19.31513786315918%7E72.85809326171875&lvl=17.0&q=Lodha%20Multispecialty%20Homoeopathic%20Clinic%20%2C%20Lodha%20Multispeciality%20Homoeopathic%20Clinic%2C%20Pimpalwadi%20Rd%2C%20Shirdi%2C%20Maharashtra,19.31513786,72.85809326,
Padmavati Maternity&Nursing Home,"No. 215/ 216, 2nd Floor, 2 B Jesal Park, Oswal Ornate, Opposite Jain Temple Bhayander East",https://www.bing.com/maps?cp=19.31385612487793%7E72.85459899902344&lvl=17.0&q=Padmavati%20Maternity%26Nursing%20Home%20%2C%20No.%20215%2F%20216%2C%202nd%20Floor%2C%202%20B%20Jesal%20Park%2C%20Oswal%20Ornate%2C%20Opposite%20Jain%20Temple%20Bhayander%20East,19.31385612,72.854599,092231 86546
Samarth Sai Dental Clinic,"1ST-9, Ostwal Shopping Centre, Corner OF Jesal Park, ST RD, Bhaindar Mumbai, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.3128604888916%7E72.85314178466797&lvl=17.0&q=Samarth%20Sai%20Dental%20Clinic%20%2C%201ST-9%2C%20Ostwal%20Shopping%20Centre%2C%20Corner%20OF%20Jesal%20Park%2C%20ST%20RD%2C%20Bhaindar%20Mumbai%2C%20Thane%2C%20Maharashtra%20401107,19.31286049,72.85314178,094053 23132
PUSHPA CLINIC,"Sai Ashirwad Hospital, Bhayandar East, Mumbai, Maharashtra 401105",https://www.bing.com/maps?cp=19.308895111083984%7E72.85958099365234&lvl=17.0&q=PUSHPA%20CLINIC%20%2C%20Sai%20Ashirwad%20Hospital%2C%20Bhayandar%20East%2C%20Mumbai%2C%20Maharashtra%20401105,19.30889511,72.85958099,
Shubham Hospital,"Sheetal Niketan Tower, Bhayander(e), Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.311161041259766%7E72.85950469970703&lvl=17.0&q=Shubham%20Hospital%20%2C%20Sheetal%20Niketan%20Tower%2C%20Bhayander(e)%2C%20Thane%2C%20Maharashtra%20401105,19.31116104,72.8595047,022 2819 5144
Kashid Hospital Piles Treatment clinic,"Nagar Shirdi Road, Opposite Hotel Oberoi, Near Lokmat Bhavan, Bishop Lloyd Colony, Ahmednagar, Maharashtra",https://www.bing.com/maps?cp=19.306076049804688%7E72.86194610595703&lvl=17.0&q=Kashid%20Hospital%20Piles%20Treatment%20clinic%20%2C%20Nagar%20Shirdi%20Road%2C%20Opposite%20Hotel%20Oberoi%2C%20Near%20Lokmat%20Bhavan%2C%20Bishop%20Lloyd%20Colony%2C%20Ahmednagar%2C%20Maharashtra,19.30607605,72.86194611,
Shree Samarth Clinic,"Navghar Village, Bhayandar East, Mumbai, Maharashtra 401105",https://www.bing.com/maps?cp=19.30661392211914%7E72.86434173583984&lvl=17.0&q=Shree%20Samarth%20Clinic%20%2C%20Navghar%20Village%2C%20Bhayandar%20East%2C%20Mumbai%2C%20Maharashtra%20401105,19.30661392,72.86434174,098922 66983
Dr Chandra Prakash Clinic,"Navghar Rd, Sai Ashirwad Hospital, Bhayandar Nagar Mira Bhayandar East, Mumbai, Maharashtra 401101",https://www.bing.com/maps?cp=19.309724807739258%7E72.85852813720703&lvl=17.0&q=Dr%20Chandra%20Prakash%20Clinic%20%2C%20Navghar%20Rd%2C%20Sai%20Ashirwad%20Hospital%2C%20Bhayandar%20Nagar%20Mira%20Bhayandar%20East%2C%20Mumbai%2C%20Maharashtra%20401101,19.30972481,72.85852814,
Yogesh Multi Ventures,"Shop NO 04, A-Wing, Ground Floor Lodha Elite CHS LTD, Lodha Heaven, Nilje Dombivali East, Thane, Maharashtra 421204",https://www.bing.com/maps?cp=19.315095901489258%7E72.85839080810547&lvl=17.0&q=Yogesh%20Multi%20Ventures%20%2C%20Shop%20NO%2004%2C%20A-Wing%2C%20Ground%20Floor%20Lodha%20Elite%20CHS%20LTD%2C%20Lodha%20Heaven%2C%20Nilje%20Dombivali%20East%2C%20Thane%2C%20Maharashtra%20421204,19.3150959,72.85839081,
Pradhan Healthcare,"Ostwal Ornate, 36-A Ground, Ground Floor, Jesal Park, Bhayandar-East, Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.313045501708984%7E72.85337829589844&lvl=17.0&q=Pradhan%20Healthcare%20%2C%20Ostwal%20Ornate%2C%2036-A%20Ground%2C%20Ground%20Floor%2C%20Jesal%20Park%2C%20Bhayandar-East%2C%20Thane%2C%20Maharashtra%20401105,19.3130455,72.8533783,
Asha Medical Store,"Shreedham Bldg CHS LTD, Shop NO 01, A Wing GRD Floor, Navghar Road, Bhayander East, Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.309289932250977%7E72.86260986328125&lvl=17.0&q=Asha%20Medical%20Store%20%2C%20Shreedham%20Bldg%20CHS%20LTD%2C%20Shop%20NO%2001%2C%20A%20Wing%20GRD%20Floor%2C%20Navghar%20Road%2C%20Bhayander%20East%2C%20Thane%2C%20Maharashtra%20401105,19.30928993,72.86260986,
Shree Krishna Medical Store,"Navghar Road, Om Swami Vivekanand High School, Bhayandar East, Mumbai, Maharashtra 401105",https://www.bing.com/maps?cp=19.306482315063477%7E72.86410522460938&lvl=17.0&q=Shree%20Krishna%20Medical%20Store%20%2C%20Navghar%20Road%2C%20Om%20Swami%20Vivekanand%20High%20School%2C%20Bhayandar%20East%2C%20Mumbai%2C%20Maharashtra%20401105,19.30648232,72.86410522,
Amogh Multispeciality Clinic,"Shop No 3, Sai Ram Darshan, Sai Baba Nagar, Navghar Road, Bhayandar, Bhayandar East, Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.311702728271484%7E72.86043548583984&lvl=17.0&q=Amogh%20Multispeciality%20Clinic%20%2C%20Shop%20No%203%2C%20Sai%20Ram%20Darshan%2C%20Sai%20Baba%20Nagar%2C%20Navghar%20Road%2C%20Bhayandar%2C%20Bhayandar%20East%2C%20Thane%2C%20Maharashtra%20401105,19.31170273,72.86043549,086028 63288
Asha Maternity Hospital,"Bashikali Nagar Building, 2 Off Navghar Road, Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.308931350708008%7E72.86320495605469&lvl=17.0&q=Asha%20Maternity%20Hospital%20%2C%20Bashikali%20Nagar%20Building%2C%202%20Off%20Navghar%20Road%2C%20Thane%2C%20Maharashtra%20401105,19.30893135,72.86320496,022 2816 2395
Neel Clinic,"Navghar Road, Vidyasagar International School, Bhayandar East, Mumbai, Maharashtra 401105",https://www.bing.com/maps?cp=19.309955596923828%7E72.8582763671875&lvl=17.0&q=Neel%20Clinic%20%2C%20Navghar%20Road%2C%20Vidyasagar%20International%20School%2C%20Bhayandar%20East%2C%20Mumbai%2C%20Maharashtra%20401105,19.3099556,72.85827637,099304 72146
Samrat Healthcare,"A103, Aradhana, Bhayander, Navghar Road, Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.311992645263672%7E72.85430908203125&lvl=17.0&q=Samrat%20Healthcare%20%2C%20A103%2C%20Aradhana%2C%20Bhayander%2C%20Navghar%20Road%2C%20Thane%2C%20Maharashtra%20401105,19.31199265,72.85430908,080 4837 2598
Dr Vijay B Modha Clinic,"Ghoddev Navghar Road, Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.304672241210938%7E72.85945129394531&lvl=17.0&q=Dr%20Vijay%20B%20Modha%20Clinic%20%2C%20Ghoddev%20Navghar%20Road%2C%20Thane%2C%20Maharashtra%20401105,19.30467224,72.85945129,098339 50223
Cure & Care Enterprises,"Mahadev Nagar, 101 Building no 03, Navghar Road, Bhayandar East, Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.313180923461914%7E72.85733795166016&lvl=17.0&q=Cure%20%26%20Care%20Enterprises%20%2C%20Mahadev%20Nagar%2C%20101%20Building%20no%2003%2C%20Navghar%20Road%2C%20Bhayandar%20East%2C%20Thane%2C%20Maharashtra%20401105,19.31318092,72.85733795,
Dr Anil Om Shah,"90 Feet Road, Padmawati Complex, Venkatesh Park, Mumbai, Maharashtra 401101",https://www.bing.com/maps?cp=19.30824089050293%7E72.85111999511719&lvl=17.0&q=Dr%20Anil%20Om%20Shah%20%2C%2090%20Feet%20Road%2C%20Padmawati%20Complex%2C%20Venkatesh%20Park%2C%20Mumbai%2C%20Maharashtra%20401101,19.30824089,72.85112,
