Name,Address,Bing Maps URL,Latitude,Longitude,Phone,pincode,City,District
Maruti Medical Store,"Shanti Jyoti, Station Road, Bhayandar, Mumbai, Maharashtra 401101",https://www.bing.com/maps?cp=19.309894561767578%7E72.85102844238281&lvl=17.0&q=Maruti%20Medical%20Store%20%2C%20Shanti%20Jyoti%2C%20Station%20Road%2C%20Bhayandar%2C%20Mumbai%2C%20Maharashtra%20401101,19.30989456,72.85102844,099873 86680,401101,Mira Bhayandar,Thane
Raj Chemist Medical & General Stores,"Sana APT, SH 4 Wing B, Ground Floor, OPP TO Kurnal Shopping, Centre, Naya Nagar, Mira Road, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.28508949279785%7E72.85676574707031&lvl=17.0&q=Raj%20Chemist%20Medical%20%26%20General%20Stores%20%2C%20Sana%20APT%2C%20SH%204%20Wing%20B%2C%20Ground%20Floor%2C%20OPP%20TO%20Kurnal%20Shopping%2C%20Centre%2C%20Naya%20Nagar%2C%20Mira%20Road%2C%20Thane%2C%20Maharashtra%20401107,19.28508949,72.85676575,,401107,Mira Bhayandar,Thane
Deepak Medical General Store,"Balaji Nagar, Bhiwandi, Mumbai, Maharashtra 401105",https://www.bing.com/maps?cp=19.30948829650879%7E72.85132598876953&lvl=17.0&q=Deepak%20Medical%20General%20Store%20%2C%20Balaji%20Nagar%2C%20Bhiwandi%2C%20Mumbai%2C%20Maharashtra%20401105,19.3094883,72.85132599,093245 12657,401105,Mira Bhayandar,Thane
Dhanvanti Clinic,"Bhayandar Shopping Centre, Sh42, Bhayander West, Mumbai, Maharashtra 401101",https://www.bing.com/maps?cp=19.30057144165039%7E72.8469467163086&lvl=17.0&q=Dhanvanti%20Clinic%20%2C%20Bhayandar%20Shopping%20Centre%2C%20Sh42%2C%20Bhayander%20West%2C%20Mumbai%2C%20Maharashtra%20401101,19.30057144,72.84694672,,401101,Mira Bhayandar,Thane
A To Z Medical,"Lodha Road, Mira Road East, Mumbai, Maharashtra 401107",https://www.bing.com/maps?cp=19.288148880004883%7E72.85775756835938&lvl=17.0&q=A%20To%20Z%20Medical%20%2C%20Lodha%20Road%2C%20Mira%20Road%20East%2C%20Mumbai%2C%20Maharashtra%20401107,19.28814888,72.85775757,,401107,Mira Bhayandar,Thane
Supreme Medical and General Store,"Vidhata CHS LTD, Shop NO 7, Golden Nest Phase 3, Mira Bhayandee, RD, Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.294099807739258%7E72.86087036132812&lvl=17.0&q=Supreme%20Medical%20and%20General%20Store%20%2C%20Vidhata%20CHS%20LTD%2C%20Shop%20NO%207%2C%20Golden%20Nest%20Phase%203%2C%20Mira%20Bhayandee%2C%20RD%2C%20Thane%2C%20Maharashtra%20401105,19.29409981,72.86087036,022 2811 8457,401105,Mira Bhayandar,Thane
Gurukripa Medical,"Sukh Sagar APT, Shop NO 2-A Wing, Goddeo Naka, Phatak RD, Bhayandar East, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.303436279296875%7E72.85816955566406&lvl=17.0&q=Gurukripa%20Medical%20%2C%20Sukh%20Sagar%20APT%2C%20Shop%20NO%202-A%20Wing%2C%20Goddeo%20Naka%2C%20Phatak%20RD%2C%20Bhayandar%20East%2C%20Thane%2C%20Maharashtra%20401107,19.30343628,72.85816956,077384 79611,401107,Mira Bhayandar,Thane
Kasturi Group of Hospital,"Kamla Park, Fatak Road, Thane, Maharashtra 401101",https://www.bing.com/maps?cp=19.299705505371094%7E72.85182189941406&lvl=17.0&q=Kasturi%20Group%20of%20Hospital%20%2C%20Kamla%20Park%2C%20Fatak%20Road%2C%20Thane%2C%20Maharashtra%20401101,19.29970551,72.8518219,087679 97676,401101,Mira Bhayandar,Thane
Gurudev Medical,"Shiv Ashirwad CHS LTD, a-02, Shiv Shrushti Complex RNP Park, Bhayander East, Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.309114456176758%7E72.86003875732422&lvl=17.0&q=Gurudev%20Medical%20%2C%20Shiv%20Ashirwad%20CHS%20LTD%2C%20a-02%2C%20Shiv%20Shrushti%20Complex%20RNP%20Park%2C%20Bhayander%20East%2C%20Thane%2C%20Maharashtra%20401105,19.30911446,72.86003876,,401105,Mira Bhayandar,Thane
Sagar Medical & General Stores,"SAI Jyot, Shop NO 5, Cabin Road, Bhayander East, Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.308460235595703%7E72.8532485961914&lvl=17.0&q=Sagar%20Medical%20%26%20General%20Stores%20%2C%20SAI%20Jyot%2C%20Shop%20NO%205%2C%20Cabin%20Road%2C%20Bhayander%20East%2C%20Thane%2C%20Maharashtra%20401105,19.30846024,72.8532486,022 2814 6805,401105,Mira Bhayandar,Thane
Pooja Medical and General Store,"Shop NO.09, Shiv Complex, Narmada Nagar, Bhayandar, Cabin Cross Road, Bhayandar East, Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.30361557006836%7E72.85507202148438&lvl=17.0&q=Pooja%20Medical%20and%20General%20Store%20%2C%20Shop%20NO.09%2C%20Shiv%20Complex%2C%20Narmada%20Nagar%2C%20Bhayandar%2C%20Cabin%20Cross%20Road%2C%20Bhayandar%20East%2C%20Thane%2C%20Maharashtra%20401105,19.30361557,72.85507202,081089 72712,401105,Mira Bhayandar,Thane
Dr Narendra Hospital,"Kashmira Road, Bhayandar West, Mumbai, Maharashtra 401101",https://www.bing.com/maps?cp=19.29949378967285%7E72.84874725341797&lvl=17.0&q=Dr%20Narendra%20Hospital%20%2C%20Kashmira%20Road%2C%20Bhayandar%20West%2C%20Mumbai%2C%20Maharashtra%20401101,19.29949379,72.84874725,,401101,Mira Bhayandar,Thane
Mehta Medical & General Store,"Bhayandar West, Thane, Maharashtra 401101",https://www.bing.com/maps?cp=19.30735206604004%7E72.84813690185547&lvl=17.0&q=Mehta%20Medical%20%26%20General%20Store%20%2C%20Bhayandar%20West%2C%20Thane%2C%20Maharashtra%20401101,19.30735207,72.8481369,,401101,Mira Bhayandar,Thane
Sriyash Clinic,"Mittal Court, Hari Harayan Asawa Marg, Bhayander West, Mumbai, Maharashtra 401101",https://www.bing.com/maps?cp=19.298444747924805%7E72.85111999511719&lvl=17.0&q=Sriyash%20Clinic%20%2C%20Mittal%20Court%2C%20Hari%20Harayan%20Asawa%20Marg%2C%20Bhayander%20West%2C%20Mumbai%2C%20Maharashtra%20401101,19.29844475,72.85112,,401101,Mira Bhayandar,Thane
Bhawani Medical and General Stores,"D/115 Shreedham Apartmen, Bhyander East 32, Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.30548667907715%7E72.86194610595703&lvl=17.0&q=Bhawani%20Medical%20and%20General%20Stores%20%2C%20D%2F115%20Shreedham%20Apartmen%2C%20Bhyander%20East%2032%2C%20Thane%2C%20Maharashtra%20401105,19.30548668,72.86194611,098924 54036,401105,Mira Bhayandar,Thane
Shree Sanjivani Medical,"Jesal Park Road, Bank Of Baroda, Bhayandar East, Mumbai, Maharashtra 401105",https://www.bing.com/maps?cp=19.31403160095215%7E72.85555267333984&lvl=17.0&q=Shree%20Sanjivani%20Medical%20%2C%20Jesal%20Park%20Road%2C%20Bank%20Of%20Baroda%2C%20Bhayandar%20East%2C%20Mumbai%2C%20Maharashtra%20401105,19.3140316,72.85555267,099670 59759,401105,Mira Bhayandar,Thane
Nakoda Hospital,"E Wing Dev Chs, 14 Nageshwar Nagar Road, Thane, Maharashtra 401101",https://www.bing.com/maps?cp=19.307064056396484%7E72.84746551513672&lvl=17.0&q=Nakoda%20Hospital%20%2C%20E%20Wing%20Dev%20Chs%2C%2014%20Nageshwar%20Nagar%20Road%2C%20Thane%2C%20Maharashtra%20401101,19.30706406,72.84746552,022 2819 2046,401101,Mira Bhayandar,Thane
Priya Clinic,"Sv Road, Holy Cross High School, Bhayandar East, Mumbai, Maharashtra 401105",https://www.bing.com/maps?cp=19.314252853393555%7E72.85887145996094&lvl=17.0&q=Priya%20Clinic%20%2C%20Sv%20Road%2C%20Holy%20Cross%20High%20School%2C%20Bhayandar%20East%2C%20Mumbai%2C%20Maharashtra%20401105,19.31425285,72.85887146,095953 56385,401105,Mira Bhayandar,Thane
Balaji Clinic,"Nav Ghar Road, Mumbai, Maharashtra 401105",https://www.bing.com/maps?cp=19.305082321166992%7E72.86111450195312&lvl=17.0&q=Balaji%20Clinic%20%2C%20Nav%20Ghar%20Road%2C%20Mumbai%2C%20Maharashtra%20401105,19.30508232,72.8611145,092203 43905,401105,Mira Bhayandar,Thane
Dr.Smita Joshi Clinic,"Excellency Chs Wing-A/b, Pk Road, Mira Bhayandar, Mumbai, Maharashtra 401105",https://www.bing.com/maps?cp=19.315654754638672%7E72.85548400878906&lvl=17.0&q=Dr.Smita%20Joshi%20Clinic%20%2C%20Excellency%20Chs%20Wing-A%2Fb%2C%20Pk%20Road%2C%20Mira%20Bhayandar%2C%20Mumbai%2C%20Maharashtra%20401105,19.31565475,72.85548401,,401105,Mira Bhayandar,Thane
Mathadi Hospital Trust,"Navghar Road, Mira Bhayandar 401105",https://www.bing.com/maps?cp=19.31231117248535%7E72.85346221923828&lvl=17.0&q=Mathadi%20Hospital%20Trust%20%2C%20Navghar%20Road%2C%20Mira%20Bhayandar%20401105,19.31231117,72.85346222,022 2754 1266,401105,Mira Bhayandar,Thane
Sai Krupa Stores,"Shop No.10, Garden View Building, Narayan Nagar, Bhayandar, Thane, Maharashtra 401101",https://www.bing.com/maps?cp=19.30742645263672%7E72.85250854492188&lvl=17.0&q=Sai%20Krupa%20Stores%20%2C%20Shop%20No.10%2C%20Garden%20View%20Building%2C%20Narayan%20Nagar%2C%20Bhayandar%2C%20Thane%2C%20Maharashtra%20401101,19.30742645,72.85250854,097024 49814,401101,Mira Bhayandar,Thane
Vision Biomedicals,"Shop No. 10, Shraddha CHS, Swagatam Complex, Jesal Park, Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.3171329498291%7E72.85442352294922&lvl=17.0&q=Vision%20Biomedicals%20%2C%20Shop%20No.%2010%2C%20Shraddha%20CHS%2C%20Swagatam%20Complex%2C%20Jesal%20Park%2C%20Thane%2C%20Maharashtra%20401105,19.31713295,72.85442352,098204 65276,401105,Mira Bhayandar,Thane
Ramkrishna Medical & General Stores,"Sai Aashirwad Bldg, Shop NO 3, Ground Floor, B P Road, Bhyander, Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.311939239501953%7E72.85704040527344&lvl=17.0&q=Ramkrishna%20Medical%20%26%20General%20Stores%20%2C%20Sai%20Aashirwad%20Bldg%2C%20Shop%20NO%203%2C%20Ground%20Floor%2C%20B%20P%20Road%2C%20Bhyander%2C%20Thane%2C%20Maharashtra%20401105,19.31193924,72.85704041,022 2804 3536,401105,Mira Bhayandar,Thane
Chintamani Clinic,"Father Joseps English Medium School, Bhayandar East, Mumbai, Maharashtra 401105",https://www.bing.com/maps?cp=19.311609268188477%7E72.85750579833984&lvl=17.0&q=Chintamani%20Clinic%20%2C%20Father%20Joseps%20English%20Medium%20School%2C%20Bhayandar%20East%2C%20Mumbai%2C%20Maharashtra%20401105,19.31160927,72.8575058,,401105,Mira Bhayandar,Thane
Jay Clinic,"Jesal Park Road, Mother Marys English High School, Bhayandar East, Mumbai, Maharashtra 401105",https://www.bing.com/maps?cp=19.314586639404297%7E72.85784912109375&lvl=17.0&q=Jay%20Clinic%20%2C%20Jesal%20Park%20Road%2C%20Mother%20Marys%20English%20High%20School%2C%20Bhayandar%20East%2C%20Mumbai%2C%20Maharashtra%20401105,19.31458664,72.85784912,,401105,Mira Bhayandar,Thane
Navdurga Medical & General Store,"New Manish Co-Operative Housing Society, Navghar Road, Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.3068790435791%7E72.8626937866211&lvl=17.0&q=Navdurga%20Medical%20%26%20General%20Store%20%2C%20New%20Manish%20Co-Operative%20Housing%20Society%2C%20Navghar%20Road%2C%20Thane%2C%20Maharashtra%20401105,19.30687904,72.86269379,022 6953 4200,401105,Mira Bhayandar,Thane
Samarth Sai Dental Clinic,"1ST-9, Ostwal Shopping Centre, Corner OF Jesal Park, ST RD, Bhaindar Mumbai, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.3128604888916%7E72.85314178466797&lvl=17.0&q=Samarth%20Sai%20Dental%20Clinic%20%2C%201ST-9%2C%20Ostwal%20Shopping%20Centre%2C%20Corner%20OF%20Jesal%20Park%2C%20ST%20RD%2C%20Bhaindar%20Mumbai%2C%20Thane%2C%20Maharashtra%20401107,19.31286049,72.85314178,094053 23132,401107,Mira Bhayandar,Thane
PUSHPA CLINIC,"Sai Ashirwad Hospital, Bhayandar East, Mumbai, Maharashtra 401105",https://www.bing.com/maps?cp=19.308895111083984%7E72.85958099365234&lvl=17.0&q=PUSHPA%20CLINIC%20%2C%20Sai%20Ashirwad%20Hospital%2C%20Bhayandar%20East%2C%20Mumbai%2C%20Maharashtra%20401105,19.30889511,72.85958099,,401105,Mira Bhayandar,Thane
Shubham Hospital,"Sheetal Niketan Tower, Bhayander(e), Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.311161041259766%7E72.85950469970703&lvl=17.0&q=Shubham%20Hospital%20%2C%20Sheetal%20Niketan%20Tower%2C%20Bhayander(e)%2C%20Thane%2C%20Maharashtra%20401105,19.31116104,72.8595047,022 2819 5144,401105,Mira Bhayandar,Thane
Shree Samarth Clinic,"Navghar Village, Bhayandar East, Mumbai, Maharashtra 401105",https://www.bing.com/maps?cp=19.30661392211914%7E72.86434173583984&lvl=17.0&q=Shree%20Samarth%20Clinic%20%2C%20Navghar%20Village%2C%20Bhayandar%20East%2C%20Mumbai%2C%20Maharashtra%20401105,19.30661392,72.86434174,098922 66983,401105,Mira Bhayandar,Thane
Dr Chandra Prakash Clinic,"Navghar Rd, Sai Ashirwad Hospital, Bhayandar Nagar Mira Bhayandar East, Mumbai, Maharashtra 401101",https://www.bing.com/maps?cp=19.309724807739258%7E72.85852813720703&lvl=17.0&q=Dr%20Chandra%20Prakash%20Clinic%20%2C%20Navghar%20Rd%2C%20Sai%20Ashirwad%20Hospital%2C%20Bhayandar%20Nagar%20Mira%20Bhayandar%20East%2C%20Mumbai%2C%20Maharashtra%20401101,19.30972481,72.85852814,,401101,Mira Bhayandar,Thane
Pradhan Healthcare,"Ostwal Ornate, 36-A Ground, Ground Floor, Jesal Park, Bhayandar-East, Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.313045501708984%7E72.85337829589844&lvl=17.0&q=Pradhan%20Healthcare%20%2C%20Ostwal%20Ornate%2C%2036-A%20Ground%2C%20Ground%20Floor%2C%20Jesal%20Park%2C%20Bhayandar-East%2C%20Thane%2C%20Maharashtra%20401105,19.3130455,72.8533783,,401105,Mira Bhayandar,Thane
Asha Medical Store,"Shreedham Bldg CHS LTD, Shop NO 01, A Wing GRD Floor, Navghar Road, Bhayander East, Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.309289932250977%7E72.86260986328125&lvl=17.0&q=Asha%20Medical%20Store%20%2C%20Shreedham%20Bldg%20CHS%20LTD%2C%20Shop%20NO%2001%2C%20A%20Wing%20GRD%20Floor%2C%20Navghar%20Road%2C%20Bhayander%20East%2C%20Thane%2C%20Maharashtra%20401105,19.30928993,72.86260986,,401105,Mira Bhayandar,Thane
Shree Krishna Medical Store,"Navghar Road, Om Swami Vivekanand High School, Bhayandar East, Mumbai, Maharashtra 401105",https://www.bing.com/maps?cp=19.306482315063477%7E72.86410522460938&lvl=17.0&q=Shree%20Krishna%20Medical%20Store%20%2C%20Navghar%20Road%2C%20Om%20Swami%20Vivekanand%20High%20School%2C%20Bhayandar%20East%2C%20Mumbai%2C%20Maharashtra%20401105,19.30648232,72.86410522,,401105,Mira Bhayandar,Thane
Amogh Multispeciality Clinic,"Shop No 3, Sai Ram Darshan, Sai Baba Nagar, Navghar Road, Bhayandar, Bhayandar East, Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.311702728271484%7E72.86043548583984&lvl=17.0&q=Amogh%20Multispeciality%20Clinic%20%2C%20Shop%20No%203%2C%20Sai%20Ram%20Darshan%2C%20Sai%20Baba%20Nagar%2C%20Navghar%20Road%2C%20Bhayandar%2C%20Bhayandar%20East%2C%20Thane%2C%20Maharashtra%20401105,19.31170273,72.86043549,086028 63288,401105,Mira Bhayandar,Thane
Asha Maternity Hospital,"Bashikali Nagar Building, 2 Off Navghar Road, Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.308931350708008%7E72.86320495605469&lvl=17.0&q=Asha%20Maternity%20Hospital%20%2C%20Bashikali%20Nagar%20Building%2C%202%20Off%20Navghar%20Road%2C%20Thane%2C%20Maharashtra%20401105,19.30893135,72.86320496,022 2816 2395,401105,Mira Bhayandar,Thane
Neel Clinic,"Navghar Road, Vidyasagar International School, Bhayandar East, Mumbai, Maharashtra 401105",https://www.bing.com/maps?cp=19.309955596923828%7E72.8582763671875&lvl=17.0&q=Neel%20Clinic%20%2C%20Navghar%20Road%2C%20Vidyasagar%20International%20School%2C%20Bhayandar%20East%2C%20Mumbai%2C%20Maharashtra%20401105,19.3099556,72.85827637,099304 72146,401105,Mira Bhayandar,Thane
Samrat Healthcare,"A103, Aradhana, Bhayander, Navghar Road, Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.311992645263672%7E72.85430908203125&lvl=17.0&q=Samrat%20Healthcare%20%2C%20A103%2C%20Aradhana%2C%20Bhayander%2C%20Navghar%20Road%2C%20Thane%2C%20Maharashtra%20401105,19.31199265,72.85430908,080 4837 2598,401105,Mira Bhayandar,Thane
Dr Vijay B Modha Clinic,"Ghoddev Navghar Road, Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.304672241210938%7E72.85945129394531&lvl=17.0&q=Dr%20Vijay%20B%20Modha%20Clinic%20%2C%20Ghoddev%20Navghar%20Road%2C%20Thane%2C%20Maharashtra%20401105,19.30467224,72.85945129,098339 50223,401105,Mira Bhayandar,Thane
Cure & Care Enterprises,"Mahadev Nagar, 101 Building no 03, Navghar Road, Bhayandar East, Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.313180923461914%7E72.85733795166016&lvl=17.0&q=Cure%20%26%20Care%20Enterprises%20%2C%20Mahadev%20Nagar%2C%20101%20Building%20no%2003%2C%20Navghar%20Road%2C%20Bhayandar%20East%2C%20Thane%2C%20Maharashtra%20401105,19.31318092,72.85733795,,401105,Mira Bhayandar,Thane
Dr Anil Om Shah,"90 Feet Road, Padmawati Complex, Venkatesh Park, Mumbai, Maharashtra 401101",https://www.bing.com/maps?cp=19.30824089050293%7E72.85111999511719&lvl=17.0&q=Dr%20Anil%20Om%20Shah%20%2C%2090%20Feet%20Road%2C%20Padmawati%20Complex%2C%20Venkatesh%20Park%2C%20Mumbai%2C%20Maharashtra%20401101,19.30824089,72.85112,,401101,Mira Bhayandar,Thane
Santosh Clinic,"Sai Vedant Multi Speciality Hospital, Bhayandar East, Mumbai, Maharashtra 401105",https://www.bing.com/maps?cp=19.304248809814453%7E72.85458374023438&lvl=17.0&q=Santosh%20Clinic%20%2C%20Sai%20Vedant%20Multi%20Speciality%20Hospital%2C%20Bhayandar%20East%2C%20Mumbai%2C%20Maharashtra%20401105,19.30424881,72.85458374,,401105,Mira Bhayandar,Thane
Kothari Clinic,"11, Meena Bazar, Chandulal Park, Near Nazreth English School, Station Road, Bhayander West, Thane, Maharashtra 401101",https://www.bing.com/maps?cp=19.30733871459961%7E72.84986877441406&lvl=17.0&q=Kothari%20Clinic%20%2C%2011%2C%20Meena%20Bazar%2C%20Chandulal%20Park%2C%20Near%20Nazreth%20English%20School%2C%20Station%20Road%2C%20Bhayander%20West%2C%20Thane%2C%20Maharashtra%20401101,19.30733871,72.84986877,,401101,Mira Bhayandar,Thane
Shivkrupa Pathology Laboratory,"5, Gajanan Prasanna CO OP HSG SOC LTD, Bhayander, OPP Police Station, Near ICE Factory, Bhayander West, Thane, Maharashtra 401101",https://www.bing.com/maps?cp=19.303865432739258%7E72.84994506835938&lvl=17.0&q=Shivkrupa%20Pathology%20Laboratory%20%2C%205%2C%20Gajanan%20Prasanna%20CO%20OP%20HSG%20SOC%20LTD%2C%20Bhayander%2C%20OPP%20Police%20Station%2C%20Near%20ICE%20Factory%2C%20Bhayander%20West%2C%20Thane%2C%20Maharashtra%20401101,19.30386543,72.84994507,080977 68441,401101,Mira Bhayandar,Thane
Omkar Enterprises,"B- 101, Rajvi Palace, Indralok Phash 3, Bhayndar, Indralok Road, Bhayndar East, Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.304441452026367%7E72.86028289794922&lvl=17.0&q=Omkar%20Enterprises%20%2C%20B-%20101%2C%20Rajvi%20Palace%2C%20Indralok%20Phash%203%2C%20Bhayndar%2C%20Indralok%20Road%2C%20Bhayndar%20East%2C%20Thane%2C%20Maharashtra%20401105,19.30444145,72.8602829,022 2819 9282,401105,Mira Bhayandar,Thane
Shrey Clinic,"Prabhakar Mhatre Road, Don Bosco Public High School, Bhayandar East, Mumbai, Maharashtra 401105",https://www.bing.com/maps?cp=19.301599502563477%7E72.86148071289062&lvl=17.0&q=Shrey%20Clinic%20%2C%20Prabhakar%20Mhatre%20Road%2C%20Don%20Bosco%20Public%20High%20School%2C%20Bhayandar%20East%2C%20Mumbai%2C%20Maharashtra%20401105,19.3015995,72.86148071,099698 51577,401105,Mira Bhayandar,Thane
Krishna Medical,"Ramdev Park Road, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.296428680419922%7E72.86829376220703&lvl=17.0&q=Krishna%20Medical%20%2C%20Ramdev%20Park%20Road%2C%20Thane%2C%20Maharashtra%20401107,19.29642868,72.86829376,076780 02196,401107,Mira Bhayandar,Thane
Shivkrupa Medical,"Shree Shanti Ganga CHS LTD, Shop NO C/9, Ground Floor, Bunderwadi Road, OPP Railway Station, Bhayander East, Thane, Maharashtra 401105",https://www.bing.com/maps?cp=19.296371459960938%7E72.87368774414062&lvl=17.0&q=Shivkrupa%20Medical%20%2C%20Shree%20Shanti%20Ganga%20CHS%20LTD%2C%20Shop%20NO%20C%2F9%2C%20Ground%20Floor%2C%20Bunderwadi%20Road%2C%20OPP%20Railway%20Station%2C%20Bhayander%20East%2C%20Thane%2C%20Maharashtra%20401105,19.29637146,72.87368774,,401105,Mira Bhayandar,Thane
Shree Rishi Medical,"Shop Number 12/b, Golden Fleece Queen's Park, Mira Bhayandar Rd, Mumbai, Maharashtra 401107",https://www.bing.com/maps?cp=19.291122436523438%7E72.86302185058594&lvl=17.0&q=Shree%20Rishi%20Medical%20%2C%20Shop%20Number%2012%2Fb%2C%20Golden%20Fleece%20Queen's%20Park%2C%20Mira%20Bhayandar%20Rd%2C%20Mumbai%2C%20Maharashtra%20401107,19.29112244,72.86302185,0251 255 2939,401107,Mira Bhayandar,Thane
Sri METRO MEDICAL&General Store,"Ramdev Park Road, Hindustan Bank Atm, Mira Road, Mumbai, Maharashtra 401107",https://www.bing.com/maps?cp=19.295330047607422%7E72.86893463134766&lvl=17.0&q=Sri%20METRO%20MEDICAL%26General%20Store%20%2C%20Ramdev%20Park%20Road%2C%20Hindustan%20Bank%20Atm%2C%20Mira%20Road%2C%20Mumbai%2C%20Maharashtra%20401107,19.29533005,72.86893463,,401107,Mira Bhayandar,Thane
Fayth Clinic,"Shop No 6, Salasar Tulip Chsl, Salasar Garden Complex, Before GCC Club, Hatkesh, Mira Road East, Dist, Thane 401107",https://www.bing.com/maps?cp=19.28237533569336%7E72.87709045410156&lvl=17.0&q=Fayth%20Clinic%20%2C%20Shop%20No%206%2C%20Salasar%20Tulip%20Chsl%2C%20Salasar%20Garden%20Complex%2C%20Before%20GCC%20Club%2C%20Hatkesh%2C%20Mira%20Road%20East%2C%20Dist%2C%20Thane%20401107,19.28237534,72.87709045,022 2810 0257,401107,Mira Bhayandar,Thane
Adalbert Healthcare Private Limited,"Unit G002, Building NO 5, Solitaire 1, Poonam Garden, Mira Road, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.290502548217773%7E72.87339782714844&lvl=17.0&q=Adalbert%20Healthcare%20Private%20Limited%20%2C%20Unit%20G002%2C%20Building%20NO%205%2C%20Solitaire%201%2C%20Poonam%20Garden%2C%20Mira%20Road%2C%20Thane%2C%20Maharashtra%20401107,19.29050255,72.87339783,,401107,Mira Bhayandar,Thane
Surya Medical Store,"ETC Akruti Gardenia Phase-2, Shop NO 18, Building NO-13, Ground, Floor, Near CCG Club Near Silver Park, Mira Road, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.285219192504883%7E72.87682342529297&lvl=17.0&q=Surya%20Medical%20Store%20%2C%20ETC%20Akruti%20Gardenia%20Phase-2%2C%20Shop%20NO%2018%2C%20Building%20NO-13%2C%20Ground%2C%20Floor%2C%20Near%20CCG%20Club%20Near%20Silver%20Park%2C%20Mira%20Road%2C%20Thane%2C%20Maharashtra%20401107,19.28521919,72.87682343,,401107,Mira Bhayandar,Thane
Medicine India,"Shop No 15, 16, 17b, Goyal Plaza, Below Old Thunga Hospital, Mira Bhayandar Road, Mira Road, Thane, Mumbai 401107",https://www.bing.com/maps?cp=19.28432273864746%7E72.87044525146484&lvl=17.0&q=Medicine%20India%20%2C%20Shop%20No%2015%2C%2016%2C%2017b%2C%20Goyal%20Plaza%2C%20Below%20Old%20Thunga%20Hospital%2C%20Mira%20Bhayandar%20Road%2C%20Mira%20Road%2C%20Thane%2C%20Mumbai%20401107,19.28432274,72.87044525,022 2812 3622,401107,Mira Bhayandar,Thane
Welcome Medical & General Stores,"NEW Salasar Orchid CHS LTD, Shop NO 3, Near GCC Club, Salasar Garden, Mira Bhayandar Road, Mira Road, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.28206443786621%7E72.87748718261719&lvl=17.0&q=Welcome%20Medical%20%26%20General%20Stores%20%2C%20NEW%20Salasar%20Orchid%20CHS%20LTD%2C%20Shop%20NO%203%2C%20Near%20GCC%20Club%2C%20Salasar%20Garden%2C%20Mira%20Bhayandar%20Road%2C%20Mira%20Road%2C%20Thane%2C%20Maharashtra%20401107,19.28206444,72.87748718,098207 32055,401107,Mira Bhayandar,Thane
Mediserve Healthcare Services,"Marigold 1, 1 E 102, First Floor, Near Cinemax Theatre, Mira Road East, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.290802001953125%7E72.87820434570312&lvl=17.0&q=Mediserve%20Healthcare%20Services%20%2C%20Marigold%201%2C%201%20E%20102%2C%20First%20Floor%2C%20Near%20Cinemax%20Theatre%2C%20Mira%20Road%20East%2C%20Thane%2C%20Maharashtra%20401107,19.290802,72.87820435,098702 32121,401107,Mira Bhayandar,Thane
Om Medical,"Shop No 18, Smithal Avenue, Near Gold Star, Decent Homes, B Wing, Hatkesh Road, Mira Road East, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.281837463378906%7E72.88189697265625&lvl=17.0&q=Om%20Medical%20%2C%20Shop%20No%2018%2C%20Smithal%20Avenue%2C%20Near%20Gold%20Star%2C%20Decent%20Homes%2C%20B%20Wing%2C%20Hatkesh%20Road%2C%20Mira%20Road%20East%2C%20Thane%2C%20Maharashtra%20401107,19.28183746,72.88189697,090047 10914,401107,Mira Bhayandar,Thane
Shree Ram Medical,"Shop No.18, Awing, Unique Orbit 2 Chsl, Ramdev Park Junction, Gr Flr, Kanakia Road, Mira Road, Thane, Maharashtra 401107",https://www.bing.com/maps?cp=19.295076370239258%7E72.86907958984375&lvl=17.0&q=Shree%20Ram%20Medical%20%2C%20Shop%20No.18%2C%20Awing%2C%20Unique%20Orbit%202%20Chsl%2C%20Ramdev%20Park%20Junction%2C%20Gr%20Flr%2C%20Kanakia%20Road%2C%20Mira%20Road%2C%20Thane%2C%20Maharashtra%20401107,19.29507637,72.86907959,,401107,Mira Bhayandar,Thane
